Year	Bay	Site	Size	Fucoid_F	Fucoid_G	Fucoid_T	Barnacle	M_300	M_425	M_WT	F_start	F_end	B_start	B_end	M_start	M_end					
2000	SC	HN	1	2	3	5	0	188	536	2.44	3/17/00	5/4/00	3/17/00	5/4/00	6/1/00	8/25/00					
2000	SC	HN	2	1	1	2	313	52	70	2.41	3/17/00	5/4/00	3/17/00	5/4/00	6/1/00	8/25/00					
2000	SC	HN	4	0	1	1	-999.9	206	580	2.73	3/17/00	5/4/00	3/17/00	nd	6/1/00	8/25/00					
2000	SC	HN	8	4	43	47	128	12	26	2.03	3/17/00	5/4/00	3/17/00	5/4/00	6/1/00	8/25/00					
2000	SC	MD	0	0	11	11	0	42	118	1.91	3/18/00	5/4/00	3/18/00	5/4/00	6/3/00	8/25/00					
2000	SC	MD	1	1	19	20	97	198	658	1.69	3/18/00	5/4/00	3/18/00	5/4/00	6/3/00	8/25/00					
2000	SC	MD	2	0	1	1	38	50	136	2.48	3/18/00	5/4/00	3/18/00	5/4/00	6/3/00	8/25/00					
2000	SC	MD	4	0	7	7	120	2	28	2.24	3/18/00	5/4/00	3/18/00	5/4/00	6/3/00	8/25/00					
2000	SC	MD	8	0	0	0	170	130	130	2.16	3/18/00	5/4/00	3/18/00	5/4/00	6/3/00	8/25/00					
2000	SC	PL	0	0	7	7	7	136	176	2.49	3/16/00	5/4/00	3/16/00	5/4/00	6/2/00	8/22/00					
2000	SC	PL	1	0	0	0	2	28	60	2.27	3/16/00	5/4/00	3/16/00	5/4/00	6/2/00	8/22/00					
2000	SC	PL	2	0	0	0	144	64	204	2.55	3/16/00	5/4/00	3/16/00	5/4/00	6/2/00	8/22/00					
2000	SC	PL	4	0	1	1	299	36	70	2.91	3/16/00	5/4/00	3/16/00	5/4/00	6/2/00	8/22/00					
2000	SC	PL	8	-999.9	-999.9	-999.9	0	26	20	2.37	3/16/00	nd	3/16/00	5/4/00	6/5/00	8/22/00					
2000	TC	JL	0	4	91	95	254	58	80	2.43	3/16/00	5/5/00	3/16/00	5/5/00	6/2/00	8/22/00					
2000	TC	JL	1	1	169	170	28	90	164	1.42	3/16/00	5/5/00	3/16/00	5/5/00	6/2/00	8/22/00					
2000	TC	JL	2	0	4	4	0	160	228	1.75	3/16/00	5/5/00	3/16/00	5/5/00	6/2/00	8/22/00					
2000	TC	JL	4	1	391	392	70	12	22	2.08	3/16/00	5/5/00	3/16/00	5/5/00	6/2/00	8/22/00					
2000	TC	JL	8	39	486	525	53	30	50	2.60	3/16/00	5/5/00	3/16/00	5/5/00	6/2/00	8/22/00					
2000	TC	LD	0	15	16	31	5	114	140	2.37	3/15/00	5/5/00	3/15/00	5/5/00	6/2/00	8/25/00					
2000	TC	LD	1	11	192	203	35	202	324	2.57	3/15/00	5/5/00	3/15/00	5/5/00	6/2/00	8/25/00					
2000	TC	LD	2	28	366	394	78	70	58	1.86	3/15/00	5/5/00	3/15/00	5/5/00	6/2/00	8/25/00					
2000	TC	LD	4	27	67	94	1	38	64	2.11	3/15/00	5/5/00	3/15/00	5/5/00	6/2/00	8/25/00					
2000	TC	LD	8	1	436	437	81	6	52	2.65	3/15/00	5/5/00	3/15/00	5/5/00	6/2/00	8/25/00					
2000	TC	LH	0	5	15	20	16	12	32	2.34	3/15/00	5/3/00	3/15/00	5/3/00	6/3/00	8/22/00					
2000	TC	LH	1	2	53	55	4	12	70	2.14	3/15/00	5/3/00	3/15/00	5/3/00	6/3/00	8/22/00					
2000	TC	LH	2	9	949	958	75	44	70	2.08	3/15/00	5/3/00	3/15/00	5/3/00	6/3/00	8/22/00					
2000	TC	LH	4	49	229	278	245	4	26	2.30	3/15/00	5/3/00	3/15/00	5/3/00	6/3/00	8/22/00					
2000	TC	LH	8	127	691	818	65	24	202	2.18	3/15/00	5/3/00	3/15/00	5/3/00	6/3/00	8/22/00					
2001	BC	DK	0	21	36	57	123	4	52	1.22	3/10/01	5/22/01	3/10/01	5/22/01	5/22/01	8/20/01					
2001	BC	DK	1	133	66	199	76	4	10	1.40	3/10/01	5/22/01	3/10/01	5/22/01	5/22/01	8/20/01					
2001	BC	DK	2	14	1	15	173	6	24	1.70	3/10/01	5/22/01	3/10/01	5/22/01	5/22/01	8/20/01					
2001	BC	DK	4	0	1	1	47	2	4	1.98	3/10/01	5/22/01	3/10/01	5/22/01	5/22/01	8/20/01					
2001	BC	DK	8	21	57	78	96	0	6	1.89	3/10/01	5/22/01	3/10/01	5/22/01	5/22/01	8/20/01					
2001	BC	LC	0	4	39	43	200	2	2	1.98	3/8/01	5/22/01	3/8/01	5/22/01	5/22/01	8/18/01					
2001	BC	LC	1	4	39	43	31	0	0	1.69	3/8/01	5/22/01	3/8/01	5/22/01	5/22/01	8/18/01					
2001	BC	LC	2	12	117	129	209	4	32	2.06	3/8/01	5/22/01	3/8/01	5/22/01	5/22/01	8/18/01					
2001	BC	LC	4	1	13	14	104	0	0	1.32	3/8/01	5/22/01	3/8/01	5/22/01	5/22/01	8/18/01					
2001	BC	LC	8	0	4	4	10	0	0	1.55	3/8/01	5/22/01	3/8/01	5/22/01	5/22/01	8/18/01					
2001	BC	MP	0	7	13	20	209	22	50	2.12	3/8/01	5/22/01	3/8/01	5/22/01	5/22/01	8/18/01					
2001	BC	MP	1	1	0	1	187	26	40	1.33	3/8/01	5/22/01	3/8/01	5/22/01	5/22/01	8/18/01					
2001	BC	MP	2	0	0	0	208	10	4	1.48	3/8/01	5/22/01	3/8/01	5/22/01	5/22/01	8/18/01					
2001	BC	MP	4	0	4	4	258	8	10	1.89	3/8/01	5/22/01	3/8/01	5/22/01	5/22/01	8/18/01					
2001	BC	MP	8	87	50	137	72	12	10	2.17	3/8/01	5/22/01	3/8/01	5/22/01	5/22/01	8/18/01					
2001	MC	BO	0	1	3	4	48	234	132	2.04	3/9/01	5/25/01	3/9/01	5/25/01	5/25/01	8/19/01					
2001	MC	BO	1	5	116	121	84	300	500	1.48	3/9/01	5/25/01	3/9/01	5/25/01	5/25/01	8/19/01					
2001	MC	BO	2	1	13	14	211	176	56	1.20	3/9/01	5/25/01	3/9/01	5/25/01	5/25/01	8/19/01					
2001	MC	BO	4	0	0	0	246	38	12	1.68	3/9/01	5/25/01	3/9/01	5/25/01	5/25/01	8/19/01					
2001	MC	BO	8	0	0	0	238	38	18	1.24	3/9/01	5/25/01	3/9/01	5/25/01	5/25/01	8/19/01					
2001	MC	BS	0	67	163	230	184	64	50	1.13	3/10/01	5/23/01	3/10/01	5/23/01	5/23/01	8/20/01					
2001	MC	BS	1	4	10	14	261	36	8	1.52	3/10/01	5/23/01	3/10/01	5/23/01	5/23/01	8/20/01					
2001	MC	BS	2	0	2	2	298	8	8	1.52	3/10/01	5/23/01	3/10/01	5/23/01	5/23/01	8/20/01					
2001	MC	BS	4	0	0	0	320	20	12	1.17	3/10/01	5/23/01	3/10/01	5/23/01	5/23/01	8/20/01					
2001	MC	BS	8	0	0	0	281	58	24	1.58	3/10/01	5/23/01	3/10/01	5/23/01	5/23/01	8/20/01					
2001	MC	GR	0	9	2	11	50	134	48	1.47	3/9/01	5/22/01	3/9/01	5/22/01	5/22/01	8/19/01					
2001	MC	GR	1	2	6	8	30	100	28	1.94	3/9/01	5/22/01	3/9/01	5/22/01	5/22/01	8/19/01					
2001	MC	GR	2	0	0	0	84	48	22	1.40	3/9/01	5/22/01	3/9/01	5/22/01	5/22/01	8/19/01					
2001	MC	GR	4	0	0	0	45	8	8	1.68	3/9/01	5/22/01	3/9/01	5/22/01	5/22/01	8/19/01					
2001	MC	GR	8	-999.9	-999.9	-999.9	56	4	8	1.97	3/9/01	nd	3/9/01	5/22/01	5/22/01	8/19/01					
2001	SC	HN	0	1	8	9	0	698	276	1.78	3/21/01	5/24/01	3/21/01	5/24/01	5/24/01	8/19/01					
2001	SC	HN	1	38	112	150	97	544	172	1.74	3/21/01	5/24/01	3/21/01	5/24/01	5/24/01	8/19/01					
2001	SC	HN	2	0	0	0	215	82	64	1.68	3/21/01	5/24/01	3/21/01	5/24/01	5/24/01	8/19/01					
2001	SC	HN	4	0	4	4	33	14	8	1.70	3/21/01	5/24/01	3/21/01	5/24/01	5/24/01	8/19/01					
2001	SC	HN	8	0	0	0	9	0	6	1.38	3/21/01	5/24/01	3/21/01	5/24/01	5/24/01	8/19/01					
2001	SC	MD	0	19	201	220	2	442	144	1.45	3/9/01	5/24/01	3/9/01	5/24/01	5/24/01	8/19/01					
2001	SC	MD	1	3	120	123	14	1312	908	1.82	3/9/01	5/24/01	3/9/01	5/24/01	5/24/01	8/19/01					
2001	SC	MD	2	12	16	28	124	304	106	1.41	3/9/01	5/24/01	3/9/01	5/24/01	5/24/01	8/19/01					
2001	SC	MD	4	0	0	0	63	0	4	1.01	3/9/01	5/24/01	3/9/01	5/24/01	5/24/01	8/19/01					
2001	SC	MD	8	0	0	0	173	236	136	1.77	3/9/01	5/24/01	3/9/01	5/24/01	5/24/01	8/19/01					
2001	SC	PL	0	106	214	320	5	650	292	1.10	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/19/01					
2001	SC	PL	1	48	29	77	16	158	50	1.54	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/19/01					
2001	SC	PL	2	0	1	1	78	22	10	1.09	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/19/01					
2001	SC	PL	4	0	0	0	97	8	12	1.95	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/19/01					
2001	SC	PL	8	0	0	0	172	18	2	1.82	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/19/01					
2001	TC	JL	0	19	191	210	376	22	40	2.01	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/19/01					
2001	TC	JL	1	22	846	868	18	82	76	1.99	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/19/01					
2001	TC	JL	2	13	134	147	36	48	78	1.80	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/19/01					
2001	TC	JL	4	49	87	136	183	12	14	1.22	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/19/01					
2001	TC	JL	8	2	203	205	58	36	44	1.83	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/19/01					
2001	TC	LD	0	8	343	351	68	58	70	1.72	3/10/01	5/25/01	3/10/01	5/25/01	5/25/01	8/19/01					
2001	TC	LD	1	4	58	62	123	22	34	2.11	3/10/01	5/25/01	3/10/01	5/25/01	5/25/01	8/19/01					
2001	TC	LD	2	1	57	58	220	178	78	1.80	3/10/01	5/25/01	3/10/01	5/25/01	5/25/01	8/19/01					
2001	TC	LD	4	0	21	21	12	24	70	1.31	3/10/01	5/25/01	3/10/01	5/25/01	5/25/01	8/19/01					
2001	TC	LD	8	5	14	19	205	4	12	1.78	3/10/01	5/25/01	3/10/01	5/25/01	5/25/01	8/19/01					
2001	TC	LH	0	1	76	77	135	14	88	1.36	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/20/01					
2001	TC	LH	1	1	21	22	158	56	68	1.68	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/20/01					
2001	TC	LH	2	5	61	66	250	102	236	1.22	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/20/01					
2001	TC	LH	4	14	44	58	272	6	16	1.26	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/20/01					
2001	TC	LH	8	0	14	14	154	94	344	1.51	3/9/01	5/23/01	3/9/01	5/23/01	5/23/01	8/20/01					
2002	BC	DK	0	1	2	3	30	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	DK	1	6	8	14	7	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	DK	2	0	0	0	117	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	DK	4	0	0	0	3	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	DK	8	0	14	14	69	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	LC	0	2	2	4	81	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	LC	1	0	0	0	0	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	LC	2	2	3	5	186	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	LC	4	8	7	15	4	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	LC	8	0	67	67	48	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	MP	0	0	18	18	53	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	MP	1	0	0	0	297	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	MP	2	0	19	19	62	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	MP	4	0	2	2	136	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	BC	MP	8	0	33	33	30	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	MC	BO	0	0	0	0	100	-999.9	-999.9	-999.9	3/31/02	5/28/02	3/31/02	5/28/02	nd	nd					
2002	MC	BO	1	0	0	0	100	-999.9	-999.9	-999.9	3/31/02	5/28/02	3/31/02	5/28/02	nd	nd					
2002	MC	BO	2	0	0	0	210	-999.9	-999.9	-999.9	3/31/02	5/28/02	3/31/02	5/28/02	nd	nd					
2002	MC	BO	4	0	0	0	312	-999.9	-999.9	-999.9	3/31/02	5/28/02	3/31/02	5/28/02	nd	nd					
2002	MC	BO	8	0	0	0	197	-999.9	-999.9	-999.9	3/31/02	5/28/02	3/31/02	5/28/02	nd	nd					
2002	MC	BS	0	0	29	29	181	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	MC	BS	1	0	0	0	138	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	MC	BS	2	0	0	0	170	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	MC	BS	4	0	0	0	152	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	MC	BS	8	0	0	0	206	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	MC	GR	0	0	0	0	44	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	MC	GR	1	0	0	0	12	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	MC	GR	2	0	0	0	7	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	MC	GR	4	0	0	0	4	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	MC	GR	8	0	0	0	15	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	SC	HN	0	0	0	0	19	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	SC	HN	1	0	0	0	76	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	SC	HN	2	0	0	0	116	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	SC	HN	4	0	0	0	91	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	SC	HN	8	0	0	0	43	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	SC	MD	0	0	0	0	9	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	SC	MD	1	0	0	0	9	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	SC	MD	2	0	0	0	91	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	SC	MD	4	0	0	0	33	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	SC	MD	8	0	0	0	183	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	SC	PL	0	0	0	0	23	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	SC	PL	1	0	0	0	2	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	SC	PL	2	0	0	0	68	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	SC	PL	4	0	0	0	50	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	SC	PL	8	0	0	0	55	-999.9	-999.9	-999.9	3/20/02	5/26/02	3/20/02	5/26/02	nd	nd					
2002	TC	JL	0	0	76	76	19	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	TC	JL	1	0	0	0	5	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	TC	JL	2	3	12	15	55	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	TC	JL	4	4	6	10	0	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	TC	JL	8	0	17	17	132	-999.9	-999.9	-999.9	3/31/02	5/26/02	3/31/02	5/26/02	nd	nd					
2002	TC	LD	0	0	179	179	26	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	TC	LD	1	0	0	0	0	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	TC	LD	2	0	0	0	5	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	TC	LD	4	0	5	5	215	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	TC	LD	8	0	7	7	252	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	TC	LH	0	0	5	5	216	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	TC	LH	1	0	1	1	66	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	TC	LH	2	0	4	4	70	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	TC	LH	4	1	32	33	104	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2002	TC	LH	8	0	7	7	71	-999.9	-999.9	-999.9	3/31/02	5/27/02	3/31/02	5/27/02	nd	nd					
2003	BC	DK	0	1	1	2	7	32	35	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/28/03					
2003	BC	DK	1	1	1	2	30	4	10	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/28/03					
2003	BC	DK	2	4	27	31	92	3	13	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/28/03					
2003	BC	DK	4	9	21	30	147	1	3	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/28/03					
2003	BC	DK	8	0	2	2	180	1	8	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/28/03					
2003	BC	LC	0	41	187	228	29	10	11	-999.9	3/21/03	5/15/03	3/21/03	5/15/03	5/15/03	8/26/03					
2003	BC	LC	1	1	73	74	39	2	2	-999.9	3/21/03	5/15/03	3/21/03	5/15/03	5/15/03	8/26/03					
2003	BC	LC	2	11	83	94	58	14	13	-999.9	3/21/03	5/15/03	3/21/03	5/15/03	5/15/03	8/26/03					
2003	BC	LC	4	6	81	87	106	2	2	-999.9	3/21/03	5/15/03	3/21/03	5/15/03	5/15/03	8/26/03					
2003	BC	LC	8	10	84	94	133	4	2	-999.9	3/21/03	5/15/03	3/21/03	5/15/03	5/15/03	8/26/03					
2003	BC	MP	0	0	7	7	74	65	65	-999.9	3/21/03	5/15/03	3/21/03	5/15/03	5/15/03	8/26/03					
2003	BC	MP	1	0	0	0	92	53	32	-999.9	3/21/03	5/15/03	3/21/03	5/15/03	5/15/03	8/26/03					
2003	BC	MP	2	0	7	7	92	18	42	-999.9	3/21/03	5/15/03	3/21/03	5/15/03	5/15/03	8/26/03					
2003	BC	MP	4	0	1	1	141	26	44	-999.9	3/21/03	5/15/03	3/21/03	5/15/03	5/15/03	8/26/03					
2003	BC	MP	8	4	0	4	239	10	38	-999.9	3/21/03	5/15/03	3/21/03	5/15/03	5/15/03	8/26/03					
2003	MC	BO	0	64	150	214	209	135	140	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/25/03					
2003	MC	BO	1	26	225	251	234	253	328	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/25/03					
2003	MC	BO	2	5	18	23	353	181	326	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/25/03					
2003	MC	BO	4	0	6	6	427	470	337	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/25/03					
2003	MC	BO	8	1	0	1	545	202	169	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/25/03					
2003	MC	BS	0	43	29	72	181	149	132	-999.9	3/23/03	5/15/03	3/23/03	5/15/03	5/15/03	8/27/03					
2003	MC	BS	1	227	236	463	193	328	422	-999.9	3/23/03	5/15/03	3/23/03	5/15/03	5/15/03	8/27/03					
2003	MC	BS	2	454	414	868	203	94	143	-999.9	3/23/03	5/15/03	3/23/03	5/15/03	5/15/03	8/27/03					
2003	MC	BS	4	31	131	162	236	225	297	-999.9	3/23/03	5/15/03	3/23/03	5/15/03	5/15/03	8/27/03					
2003	MC	BS	8	50	227	277	253	94	191	-999.9	3/23/03	5/15/03	3/23/03	5/15/03	5/15/03	8/27/03					
2003	MC	GR	0	-999.9	-999.9	-999.9	-999.9	29	107	-999.9	nd	nd	nd	nd	5/17/03	8/24/03					
2003	MC	GR	1	0	0	0	44	49	62	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/24/03					
2003	MC	GR	2	-999.9	-999.9	-999.9	54	177	271	-999.9	3/22/03	nd	3/22/03	5/17/03	5/17/03	8/24/03					
2003	MC	GR	4	0	0	0	73	6	19	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/24/03					
2003	MC	GR	8	0	1	1	133	14	12	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/24/03					
2003	SC	HN	0	549	576	1125	-999.9	164	313	-999.9	3/22/03	5/17/03	3/22/03	nd	5/17/03	8/25/03					
2003	SC	HN	1	65	63	128	0	87	230	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/25/03					
2003	SC	HN	2	10	10	20	212	86	144	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/25/03					
2003	SC	HN	4	1	47	48	268	37	55	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/25/03					
2003	SC	HN	8	3	14	17	282	3	2	-999.9	3/22/03	5/17/03	3/22/03	5/17/03	5/17/03	8/25/03					
2003	SC	MD	0	13	227	240	0	42	88	-999.9	3/23/03	5/16/03	3/23/03	5/16/03	5/16/03	8/24/03					
2003	SC	MD	1	302	255	557	0	184	387	-999.9	3/23/03	5/16/03	3/23/03	5/16/03	5/16/03	8/24/03					
2003	SC	MD	2	-999.9	-999.9	-999.9	63	23	87	-999.9	nd	nd	3/23/03	5/16/03	5/16/03	8/24/03					
2003	SC	MD	4	-999.9	-999.9	-999.9	170	-999.9	-999.9	-999.9	nd	nd	3/23/03	5/16/03	nd	nd					
2003	SC	MD	8	2	1	3	250	47	49	-999.9	3/23/03	5/16/03	3/23/03	5/16/03	5/16/03	8/24/03					
2003	SC	PL	0	68	127	195	102	147	186	-999.9	3/23/03	5/16/03	3/23/03	5/16/03	5/16/03	8/24/03					
2003	SC	PL	1	377	273	650	132	22	51	-999.9	3/23/03	5/16/03	3/23/03	5/16/03	5/16/03	8/24/03					
2003	SC	PL	2	33	46	79	158	121	211	-999.9	3/23/03	5/16/03	3/23/03	5/16/03	5/16/03	8/24/03					
2003	SC	PL	4	10	16	26	277	21	66	-999.9	3/23/03	5/16/03	3/23/03	5/16/03	5/16/03	8/24/03					
2003	SC	PL	8	0	4	4	352	103	231	-999.9	3/23/03	5/16/03	3/23/03	5/16/03	5/16/03	8/24/03					
2003	TC	JL	0	0	1	1	9	44	63	-999.9	3/23/03	5/15/03	3/23/03	5/15/03	5/15/03	8/24/03					
2003	TC	JL	1	76	133	209	31	86	97	-999.9	3/23/03	5/15/03	3/23/03	5/15/03	5/15/03	8/24/03					
2003	TC	JL	2	3	165	168	33	115	95	-999.9	3/23/03	5/15/03	3/23/03	5/15/03	5/15/03	8/24/03					
2003	TC	JL	4	0	2	2	88	33	70	-999.9	3/23/03	5/15/03	3/23/03	5/15/03	5/15/03	8/24/03					
2003	TC	JL	8	0	0	0	164	54	90	-999.9	3/23/03	5/15/03	3/23/03	5/15/03	5/15/03	8/24/03					
2003	TC	LD	0	0	0	0	0	9	7	-999.9	3/22/03	5/15/03	3/22/03	5/15/03	5/15/03	8/27/03					
2003	TC	LD	1	0	13	13	12	52	37	-999.9	3/22/03	5/15/03	3/22/03	5/15/03	5/15/03	8/27/03					
2003	TC	LD	2	2	19	21	22	39	56	-999.9	3/22/03	5/15/03	3/22/03	5/15/03	5/15/03	8/27/03					
2003	TC	LD	4	1	141	142	97	29	19	-999.9	3/22/03	5/15/03	3/22/03	5/15/03	5/15/03	8/27/03					
2003	TC	LD	8	0	25	25	98	9	6	-999.9	3/22/03	5/15/03	3/22/03	5/15/03	5/15/03	8/27/03					
2003	TC	LH	0	27	290	317	60	28	73	-999.9	3/22/03	5/16/03	3/22/03	5/16/03	5/16/03	8/25/03					
2003	TC	LH	1	31	107	138	67	83	209	-999.9	3/22/03	5/16/03	3/22/03	5/16/03	5/16/03	8/25/03					
2003	TC	LH	2	94	263	357	88	48	73	-999.9	3/22/03	5/16/03	3/22/03	5/16/03	5/16/03	8/25/03					
2003	TC	LH	4	331	470	801	120	23	64	-999.9	3/22/03	5/16/03	3/22/03	5/16/03	5/16/03	8/25/03					
2003	TC	LH	8	9	29	38	132	63	186	-999.9	3/22/03	5/16/03	3/22/03	5/16/03	5/16/03	8/25/03					
2004	BC	DK	0	-999.9	-999.9	144	62	6	10	-999.9	3/20/04	5/5/04	3/20/04	5/5/04	5/5/04	8/20/04					
2004	BC	DK	1	-999.9	-999.9	160	3	1	8	-999.9	3/20/04	5/5/04	3/20/04	5/5/04	5/5/04	8/20/04					
2004	BC	DK	2	-999.9	-999.9	159	63	3	5	-999.9	3/20/04	5/5/04	3/20/04	5/5/04	5/5/04	8/20/04					
2004	BC	DK	4	-999.9	-999.9	71	33	1	7	-999.9	3/20/04	5/5/04	3/20/04	5/5/04	5/5/04	8/20/04					
2004	BC	DK	8	-999.9	-999.9	15	98	2	1	-999.9	3/20/04	5/5/04	3/20/04	5/5/04	5/5/04	8/20/04					
